,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_EDUCATION_TYPE,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,REGION_RATING_CLIENT_W_CITY,APPL_DATETIME,DATE_BIRTH
109894,0,Cash loans,F,N,N,67500,828000,26707.5,828000,Secondary / secondary special,Rented apartment,0.019101,2,6/13/2015 9:34,8/6/1993
157421,0,Cash loans,M,Y,Y,315000,521280,28408.5,450000,Secondary / secondary special,House / apartment,0.02461,2,3/11/2018 14:10,20-04-1962
82705,0,Cash loans,F,N,N,112500,152820,8901,135000,Secondary / secondary special,With parents,0.02461,2,4/20/2015 22:27,2/6/1955
120304,0,Cash loans,F,N,Y,225000,538704,25092,481500,Secondary / secondary special,House / apartment,0.025164,2,1/8/2017 2:17,16-01-1995
122406,0,Cash loans,F,N,N,90000,675000,24246,675000,Secondary / secondary special,Municipal apartment,0.04622,1,9/6/2018 14:08,28-07-1962
148384,0,Cash loans,F,Y,Y,189000,900000,46084.5,900000,Higher education,House / apartment,0.04622,1,2/23/2016 15:34,17-11-1976
63391,0,Cash loans,F,N,Y,103500,898326,29110.5,643500,Secondary / secondary special,With parents,0.006852,3,4/24/2017 14:14,8/2/1959
138855,1,Cash loans,F,N,N,90000,269550,18234,225000,Secondary / secondary special,House / apartment,0.026392,2,10/31/2018 19:05,19-04-1961
121897,0,Cash loans,F,N,Y,112500,242595,11799,202500,Secondary / secondary special,House / apartment,0.031329,2,1/29/2018 15:25,26-04-1952
147126,0,Cash loans,M,Y,Y,180000,450000,22977,450000,Higher education,House / apartment,0.035792,2,5/20/2017 23:57,5/1/1984
75189,0,Cash loans,F,N,Y,112500,171000,13707,171000,Higher education,House / apartment,0.00712,2,6/19/2016 11:20,20-01-1958
69917,0,Revolving loans,M,N,Y,135000,382500,19125,382500,Secondary / secondary special,House / apartment,0.009657,2,8/24/2017 1:20,15-05-1992
148513,0,Cash loans,F,N,Y,67500,288000,14134.5,288000,Secondary / secondary special,House / apartment,0.026392,2,6/18/2016 0:12,18-11-1993
96915,0,Cash loans,M,Y,Y,90000,474048,24948,360000,Secondary / secondary special,House / apartment,0.010276,2,1/7/2016 21:53,6/5/1949
159088,0,Cash loans,F,N,Y,135000,675000,32602.5,675000,Secondary / secondary special,House / apartment,0.020713,3,6/14/2018 15:02,5/8/1990
181211,0,Cash loans,F,Y,Y,171000,284400,16456.5,225000,Secondary / secondary special,House / apartment,0.015221,2,8/2/2016 9:16,18-01-1992
100953,0,Cash loans,M,Y,Y,270000,514602,61069.5,495000,Secondary / secondary special,House / apartment,0.00963,2,5/31/2016 8:14,20-11-1961
135916,0,Cash loans,F,Y,N,90000,808650,26217,675000,Secondary / secondary special,House / apartment,0.035792,2,11/22/2017 22:05,18-01-1976
182515,0,Cash loans,F,N,N,148500,745839,51907.5,697500,Secondary / secondary special,Municipal apartment,0.010556,3,6/21/2015 22:59,22-05-1950
193547,0,Cash loans,M,Y,Y,74250,101880,10206,90000,Secondary / secondary special,House / apartment,0.022625,2,10/7/2015 2:50,8/4/1962
175943,0,Cash loans,M,N,Y,112500,331920,17100,225000,Secondary / secondary special,House / apartment,0.009549,2,12/30/2016 19:27,20-05-1992
89383,0,Cash loans,M,Y,Y,112500,101880,11101.5,90000,Higher education,House / apartment,0.005313,2,7/5/2015 14:29,25-10-1986
86915,0,Cash loans,F,Y,Y,162000,1779030,47061,1485000,Secondary / secondary special,House / apartment,0.020246,3,5/18/2015 22:19,30-08-1979
195747,0,Cash loans,F,N,N,112500,900000,32017.5,900000,Secondary / secondary special,House / apartment,0.016612,2,2/18/2018 14:14,9/8/1988
168700,0,Cash loans,F,N,Y,112500,504000,22329,504000,Higher education,House / apartment,0.028663,2,4/17/2016 0:22,4/12/1971
104392,1,Cash loans,M,N,Y,90000,270000,16312.5,270000,Secondary / secondary special,House / apartment,0.015221,2,7/15/2015 15:38,29-06-1969
61478,0,Cash loans,F,N,Y,202500,835605,29736,697500,Secondary / secondary special,House / apartment,0.007274,2,10/21/2017 11:56,27-11-1963
90118,1,Cash loans,F,Y,Y,205200,521280,28408.5,450000,Secondary / secondary special,House / apartment,0.035792,2,2/18/2017 6:10,17-06-1960
133597,0,Cash loans,F,N,N,157500,990000,29074.5,990000,Secondary / secondary special,House / apartment,0.04622,1,9/6/2018 10:14,25-01-1952
162061,0,Cash loans,F,N,Y,180000,436671,18630,364500,Secondary / secondary special,House / apartment,0.035792,2,6/6/2015 14:22,27-07-1948
101051,0,Cash loans,F,N,N,112500,835380,40320,675000,Secondary / secondary special,House / apartment,0.02461,2,3/11/2015 8:31,26-06-1978
142608,0,Cash loans,F,N,Y,121500,932643,30087,778500,Secondary / secondary special,House / apartment,0.003122,3,12/12/2018 22:39,13-01-1962
92615,0,Cash loans,F,N,Y,135000,1203444,47857.5,1107000,Secondary / secondary special,House / apartment,0.006629,2,11/8/2016 9:38,15-06-1953
132489,0,Cash loans,F,Y,Y,135000,364896,17554.5,315000,Secondary / secondary special,House / apartment,0.032561,1,5/18/2018 2:36,19-04-1990
127071,0,Cash loans,F,N,Y,180000,553806,28404,495000,Secondary / secondary special,With parents,0.010006,2,10/15/2016 13:58,19-03-1970
192015,0,Cash loans,M,N,Y,135000,450000,22018.5,450000,Secondary / secondary special,House / apartment,0.018209,3,11/25/2018 0:30,20-02-1965
178337,0,Cash loans,M,Y,Y,180000,1042560,34587,900000,Secondary / secondary special,House / apartment,0.022625,2,2/8/2015 6:07,11/5/1961
51050,1,Cash loans,M,N,N,315000,781920,47965.5,675000,Secondary / secondary special,House / apartment,0.04622,1,9/10/2017 19:36,7/12/1970
102831,0,Cash loans,F,N,Y,144000,858114,57708,810000,Higher education,House / apartment,0.006852,3,11/18/2018 18:03,3/7/1966
50468,0,Cash loans,F,N,Y,90000,604152,26739,540000,Secondary / secondary special,House / apartment,0.005144,2,10/23/2017 0:41,27-03-1962
47969,0,Cash loans,M,N,N,234000,1444500,39721.5,1444500,Incomplete higher,House / apartment,0.030755,2,4/11/2016 8:07,1/5/1961
70952,0,Cash loans,F,N,Y,81000,1125000,44748,1125000,Secondary / secondary special,House / apartment,0.009175,2,7/5/2016 1:02,8/1/1957
104903,0,Cash loans,F,Y,N,315000,1575000,59989.5,1575000,Higher education,House / apartment,0.072508,1,3/15/2015 12:44,22-09-1947
96136,0,Cash loans,F,N,N,157500,555273,16366.5,463500,Secondary / secondary special,House / apartment,0.004849,2,8/16/2017 19:22,17-08-1994
47891,0,Revolving loans,M,Y,Y,225000,270000,13500,270000,Incomplete higher,House / apartment,0.014464,2,4/26/2015 7:58,10/5/1966
53269,0,Cash loans,F,N,Y,85500,539100,29376,450000,Secondary / secondary special,House / apartment,0.030755,2,12/19/2015 13:01,29-07-1956
179472,0,Cash loans,M,N,Y,90000,640080,31261.5,450000,Secondary / secondary special,With parents,0.007114,2,2/4/2018 4:32,9/5/1985
85952,0,Cash loans,F,N,Y,135000,170640,9922.5,135000,Secondary / secondary special,House / apartment,0.030755,2,1/8/2018 7:10,24-08-1970
187022,0,Revolving loans,F,N,Y,157500,315000,15750,315000,Higher education,House / apartment,0.007305,3,10/13/2015 8:59,14-04-1962
60068,0,Cash loans,F,Y,Y,90000,1515415.5,41800.5,1354500,Secondary / secondary special,House / apartment,0.019101,2,1/27/2017 9:00,30-08-1950
62410,0,Cash loans,M,N,N,67500,182178,9666,130500,Secondary / secondary special,With parents,0.018209,3,8/18/2016 6:43,8/3/1955
167776,0,Revolving loans,F,N,Y,45000,270000,13500,270000,Secondary / secondary special,House / apartment,0.022625,2,6/12/2018 8:52,3/12/1955
55299,0,Revolving loans,M,N,Y,67500,180000,9000,180000,Secondary / secondary special,House / apartment,0.0105,3,4/9/2015 7:24,20-11-1958
172898,0,Revolving loans,M,N,Y,135000,495000,24750,495000,Secondary / secondary special,House / apartment,0.072508,1,3/3/2018 15:47,23-10-1952
54267,0,Revolving loans,F,N,N,90000,135000,6750,135000,Higher education,House / apartment,0.018209,3,7/10/2015 22:57,12/1/1976
155917,0,Cash loans,F,N,Y,81000,298512,17266.5,270000,Secondary / secondary special,House / apartment,0.031329,2,8/2/2018 12:25,12/8/1967
49548,0,Cash loans,F,N,Y,49500,269550,12001.5,225000,Secondary / secondary special,House / apartment,0.019101,2,1/23/2016 14:05,1/1/1988
187958,0,Cash loans,F,N,N,202500,454500,47857.5,454500,Secondary / secondary special,House / apartment,0.032561,1,5/12/2017 1:42,16-11-1978
109439,0,Cash loans,F,N,Y,157500,435253.5,21298.5,306000,Secondary / secondary special,House / apartment,0.030755,2,6/30/2017 1:10,22-03-1960
94195,0,Cash loans,F,N,N,157500,607500,16155,607500,Secondary / secondary special,House / apartment,0.026392,2,4/17/2018 8:19,6/11/1978
143612,0,Cash loans,F,N,N,157500,720000,21181.5,720000,Secondary / secondary special,House / apartment,0.01452,2,10/14/2018 22:46,5/9/1957
187879,0,Cash loans,F,N,Y,148500,1787283,47277,1597500,Secondary / secondary special,House / apartment,0.031329,2,5/10/2016 20:57,6/3/1953
179397,0,Cash loans,M,Y,Y,144000,545040,25537.5,450000,Secondary / secondary special,House / apartment,0.020246,3,1/29/2018 13:15,19-10-1956
110088,0,Cash loans,F,N,N,67500,143910,14872.5,135000,Secondary / secondary special,House / apartment,0.031329,2,12/12/2016 16:47,15-10-1962
169976,0,Cash loans,F,Y,N,157500,450000,20979,450000,Secondary / secondary special,House / apartment,0.010032,2,9/22/2018 3:52,5/6/1976
118905,0,Cash loans,M,Y,Y,202500,1006920,45630,900000,Secondary / secondary special,House / apartment,0.006305,3,5/8/2016 18:05,25-03-1991
132159,0,Cash loans,F,Y,N,148500,403249.5,15331.5,283500,Secondary / secondary special,House / apartment,0.016612,2,8/23/2017 11:06,13-08-1989
123234,0,Revolving loans,F,Y,Y,180000,450000,22500,450000,Secondary / secondary special,House / apartment,0.0228,2,1/23/2018 5:02,11/5/1989
84418,0,Cash loans,F,N,Y,157500,157500,16267.5,157500,Secondary / secondary special,House / apartment,0.01452,2,12/26/2018 21:44,21-10-1991
114495,0,Cash loans,F,Y,Y,315000,1436850,46350,1125000,Secondary / secondary special,House / apartment,0.072508,1,10/6/2018 6:14,9/9/1953
91070,0,Cash loans,F,N,Y,315000,669600,26329.5,598500,Secondary / secondary special,House / apartment,0.010147,2,5/14/2016 13:03,24-03-1950
152718,0,Cash loans,F,N,N,270000,1188094.5,79848,1138500,Higher education,House / apartment,0.006207,2,5/2/2017 10:48,6/12/1967
105779,0,Cash loans,M,Y,Y,360000,1842952.5,64188,1683000,Higher education,House / apartment,0.018801,2,6/23/2018 15:42,26-11-1952
146926,0,Cash loans,M,Y,N,157500,675000,19737,675000,Lower secondary,House / apartment,0.00712,2,1/6/2016 2:42,7/12/1991
76936,0,Cash loans,M,N,N,67500,808650,23773.5,675000,Secondary / secondary special,House / apartment,0.028663,2,7/1/2016 2:25,24-11-1980
116612,0,Cash loans,M,N,N,67500,86346,9162,81000,Secondary / secondary special,House / apartment,0.0105,3,4/3/2016 10:38,2/10/1949
196333,1,Cash loans,M,Y,Y,396000,497520,36184.5,450000,Secondary / secondary special,House / apartment,0.0105,3,12/13/2016 4:58,25-05-1984
141712,0,Cash loans,F,N,Y,144000,143910,14233.5,135000,Higher education,House / apartment,0.02461,2,5/4/2018 14:37,15-09-1952
154815,0,Cash loans,F,N,Y,81000,254700,14751,225000,Secondary / secondary special,House / apartment,0.035792,2,2/24/2017 7:27,23-09-1954
72933,0,Cash loans,F,N,Y,202500,508495.5,24592.5,454500,Higher education,House / apartment,0.018634,2,12/1/2017 9:26,26-10-1961
83269,0,Cash loans,M,Y,Y,180000,265500,14400,265500,Secondary / secondary special,House / apartment,0.028663,2,2/7/2018 10:29,11/6/1989
94641,0,Cash loans,F,N,N,148500,900000,26316,900000,Secondary / secondary special,House / apartment,0.035792,2,1/22/2016 11:51,22-11-1956
153761,0,Cash loans,F,Y,Y,112500,417024,16537.5,360000,Secondary / secondary special,House / apartment,0.00702,2,3/30/2017 1:12,23-03-1995
164706,0,Cash loans,M,N,Y,202500,314055,17167.5,238500,Secondary / secondary special,House / apartment,0.018029,3,12/16/2016 0:59,10/9/1983
44762,0,Cash loans,F,N,Y,135000,309420,15178.5,202500,Secondary / secondary special,House / apartment,0.018801,2,3/24/2016 18:44,4/11/1959
100398,0,Cash loans,F,N,Y,35100,142632,7587,126000,Secondary / secondary special,House / apartment,0.00712,2,3/29/2018 2:34,25-07-1966
80939,0,Cash loans,F,Y,Y,72000,227520,10737,180000,Secondary / secondary special,House / apartment,0.010966,2,12/31/2015 5:57,28-11-1993
188806,0,Cash loans,F,Y,Y,157500,58500,6142.5,58500,Higher education,House / apartment,0.0105,3,12/29/2016 12:38,9/3/1955
77667,0,Revolving loans,M,N,Y,225000,450000,22500,450000,Higher education,House / apartment,0.019689,2,8/5/2015 20:16,20-06-1970
115685,0,Cash loans,M,Y,Y,112500,873342,31072.5,729000,Secondary / secondary special,House / apartment,0.02461,2,12/15/2017 16:59,5/6/1994
137519,0,Cash loans,F,N,N,130500,900000,32328,900000,Secondary / secondary special,House / apartment,0.008068,3,1/7/2015 8:58,23-04-1948
82096,0,Cash loans,F,N,N,180000,545040,26640,450000,Secondary / secondary special,House / apartment,0.031329,2,6/11/2017 5:59,21-04-1958
143991,0,Cash loans,F,N,Y,112500,508495.5,21672,454500,Secondary / secondary special,House / apartment,0.020713,3,9/28/2016 17:38,11/8/1978
109839,0,Cash loans,F,N,Y,180000,900000,38263.5,900000,Secondary / secondary special,House / apartment,0.028663,2,6/30/2018 11:18,2/10/1995
123974,1,Cash loans,M,N,Y,202500,694773,28426.5,621000,Secondary / secondary special,House / apartment,0.00823,2,1/21/2016 22:48,7/7/1988
149265,0,Cash loans,F,N,Y,157500,894906,31833,747000,Secondary / secondary special,House / apartment,0.025164,2,12/20/2015 16:37,2/10/1956
180380,0,Cash loans,M,N,Y,76500,193500,9148.5,193500,Secondary / secondary special,House / apartment,0.006852,3,10/25/2015 7:13,18-07-1989
183301,0,Cash loans,M,Y,N,90000,339241.5,15943.5,238500,Incomplete higher,House / apartment,0.006207,2,7/5/2017 19:09,18-06-1993
185763,0,Cash loans,M,Y,Y,247500,1288350,37669.5,1125000,Secondary / secondary special,House / apartment,0.072508,1,7/9/2015 21:32,17-09-1948
47830,0,Cash loans,F,Y,Y,90000,101880,10206,90000,Secondary / secondary special,House / apartment,0.019101,2,1/28/2017 14:29,29-03-1980
193191,0,Revolving loans,M,N,N,112500,180000,9000,180000,Secondary / secondary special,With parents,0.030755,2,5/17/2016 1:33,5/3/1951
173315,0,Revolving loans,F,N,Y,67500,180000,9000,180000,Higher education,House / apartment,0.026392,2,3/22/2017 9:46,9/6/1964
70903,0,Cash loans,F,N,N,45000,91692,9063,81000,Secondary / secondary special,House / apartment,0.019101,2,9/13/2015 10:25,26-04-1951
154875,0,Cash loans,F,N,Y,126000,545040,20677.5,450000,Secondary / secondary special,House / apartment,0.00702,2,2/26/2018 14:50,24-01-1975
189747,0,Cash loans,M,Y,Y,180000,144396,7150.5,94500,Secondary / secondary special,House / apartment,0.019101,2,3/8/2017 5:38,14-04-1959
152588,0,Cash loans,M,Y,Y,337500,835380,40320,675000,Higher education,House / apartment,0.003818,2,12/26/2017 12:31,14-02-1981
136729,0,Revolving loans,M,Y,Y,112500,180000,9000,180000,Secondary / secondary special,House / apartment,0.0105,3,6/4/2018 2:00,19-03-1952
163173,0,Revolving loans,F,N,Y,90000,202500,10125,202500,Secondary / secondary special,House / apartment,0.0228,2,2/3/2016 21:12,27-11-1994
110423,0,Cash loans,M,Y,Y,157500,677664,32728.5,585000,Incomplete higher,House / apartment,0.019101,2,1/13/2017 10:11,4/6/1992
185925,0,Cash loans,M,Y,Y,180000,544068,20511,382500,Higher education,House / apartment,0.003813,2,5/16/2018 10:29,6/3/1974
197322,0,Cash loans,M,Y,N,90000,314100,14323.5,225000,Secondary / secondary special,House / apartment,0.003813,2,2/14/2018 13:10,18-03-1989
154888,1,Cash loans,F,N,Y,157500,360000,26325,360000,Secondary / secondary special,Municipal apartment,0.009334,2,4/24/2018 22:47,3/4/1975
167367,0,Cash loans,F,N,Y,76500,135000,8757,135000,Incomplete higher,With parents,0.003813,2,11/26/2016 8:54,4/8/1952
126924,0,Cash loans,M,Y,Y,153000,536917.5,28606.5,463500,Secondary / secondary special,House / apartment,0.003813,2,12/15/2015 6:56,13-03-1960
67897,0,Cash loans,M,N,Y,315000,231097.5,11929.5,175500,Higher education,House / apartment,0.072508,1,1/8/2017 5:10,24-02-1958
87817,0,Cash loans,F,N,Y,67500,203760,11506.5,180000,Secondary / secondary special,House / apartment,0.01885,2,1/9/2015 11:35,2/6/1960
179560,0,Cash loans,M,N,Y,135000,298467,31468.5,283500,Incomplete higher,Rented apartment,0.019101,2,6/14/2015 16:40,3/12/1975
115777,0,Cash loans,F,Y,Y,180000,755190,36459,675000,Secondary / secondary special,House / apartment,0.010032,2,3/29/2018 11:41,28-06-1978
104881,0,Cash loans,F,N,Y,180000,198000,20416.5,198000,Secondary / secondary special,House / apartment,0.026392,2,10/20/2018 8:21,25-08-1956
120161,0,Cash loans,F,N,N,112500,808650,23643,675000,Secondary / secondary special,House / apartment,0.030755,2,8/13/2018 14:33,27-09-1992
88235,0,Cash loans,F,N,Y,157500,722394,23301,603000,Secondary / secondary special,House / apartment,0.02461,2,8/8/2016 9:18,20-01-1995
119790,0,Cash loans,F,N,N,112500,247275,19417.5,225000,Secondary / secondary special,House / apartment,0.031329,2,9/1/2017 13:21,20-07-1955
66475,1,Revolving loans,F,N,Y,171000,202500,10125,202500,Higher education,House / apartment,0.006629,2,3/14/2017 0:22,12/9/1995
78088,0,Cash loans,M,Y,N,81000,325908,17811,247500,Secondary / secondary special,House / apartment,0.031329,2,10/20/2015 2:40,13-11-1959
194369,0,Cash loans,M,N,Y,156600,1255680,40936.5,1125000,Secondary / secondary special,House / apartment,0.030755,2,3/12/2017 7:38,9/10/1955
126137,0,Cash loans,M,Y,Y,225000,781920,37615.5,675000,Secondary / secondary special,House / apartment,0.018634,2,3/5/2017 15:13,21-01-1963
192663,0,Cash loans,F,N,Y,180000,547272,39955.5,495000,Secondary / secondary special,House / apartment,0.009549,2,4/12/2015 9:50,21-07-1965
148181,0,Cash loans,F,N,Y,337500,701730,72036,675000,Secondary / secondary special,House / apartment,0.04622,1,2/9/2018 21:13,12/3/1996
73361,0,Cash loans,F,Y,Y,382500,1174090.5,49873.5,1080000,Higher education,House / apartment,0.025164,2,6/23/2018 13:29,17-06-1987
122159,0,Cash loans,F,N,N,121500,450000,16164,450000,Secondary / secondary special,Municipal apartment,0.032561,1,1/10/2016 0:15,6/7/1953
59597,0,Cash loans,M,N,N,112500,156384,11821.5,135000,Secondary / secondary special,House / apartment,0.02461,2,7/5/2017 15:36,6/7/1968
156035,0,Cash loans,F,Y,Y,202500,1546020,45333,1350000,Secondary / secondary special,House / apartment,0.019689,2,5/28/2017 11:20,27-06-1991
65860,0,Cash loans,F,N,Y,135000,531706.5,19098,459000,Secondary / secondary special,House / apartment,0.009657,2,1/14/2016 7:55,11/4/1952
186365,0,Cash loans,F,Y,Y,112500,545040,26640,450000,Secondary / secondary special,House / apartment,0.018634,2,10/10/2015 16:19,16-09-1964
128107,0,Cash loans,F,N,N,135000,450000,24543,450000,Secondary / secondary special,House / apartment,0.01452,2,1/3/2018 4:00,8/1/1967
176736,0,Cash loans,M,Y,Y,112500,404325,22063.5,337500,Secondary / secondary special,House / apartment,0.01885,2,5/10/2015 8:09,23-01-1964
95056,0,Cash loans,F,N,Y,144000,481495.5,32305.5,454500,Secondary / secondary special,House / apartment,0.006207,2,11/11/2016 2:22,4/1/1979
178655,0,Cash loans,F,N,N,180000,450000,21888,450000,Higher education,With parents,0.072508,1,6/11/2018 4:40,12/10/1990
138047,0,Cash loans,F,N,N,67500,254700,16582.5,225000,Secondary / secondary special,With parents,0.028663,2,10/16/2018 2:37,26-07-1996
59852,0,Cash loans,M,Y,Y,171000,900000,26316,900000,Secondary / secondary special,House / apartment,0.028663,2,1/20/2017 3:15,15-10-1955
158612,1,Cash loans,F,N,N,126000,269550,14751,225000,Lower secondary,House / apartment,0.010966,2,8/28/2017 7:23,6/3/1959
97317,0,Cash loans,F,N,N,315000,675000,32472,675000,Higher education,House / apartment,0.003069,3,3/28/2016 18:14,3/1/1971
61676,1,Cash loans,M,N,Y,157500,1155888,33925.5,828000,Secondary / secondary special,House / apartment,0.018801,2,3/14/2017 15:22,16-06-1982
55778,0,Cash loans,F,N,N,292500,760225.5,30150,679500,Higher education,House / apartment,0.011657,1,8/1/2016 14:51,22-12-1962
128993,0,Revolving loans,M,N,Y,76500,180000,9000,180000,Higher education,House / apartment,0.025164,2,4/15/2015 2:26,30-01-1992
184162,0,Cash loans,M,Y,N,382500,814041,23800.5,679500,Secondary / secondary special,House / apartment,0.014464,2,4/27/2015 14:05,28-07-1973
62303,0,Cash loans,F,Y,N,220500,675000,40194,675000,Higher education,House / apartment,0.028663,2,8/19/2016 2:24,19-06-1949
168800,0,Cash loans,M,Y,Y,225000,314055,13963.5,238500,Secondary / secondary special,House / apartment,0.018029,3,9/27/2018 5:21,17-04-1957
83620,0,Cash loans,F,Y,N,135000,702000,18648,702000,Secondary / secondary special,House / apartment,0.022625,2,7/3/2016 18:26,20-08-1964
102742,0,Cash loans,M,Y,Y,45000,521280,37201.5,450000,Secondary / secondary special,House / apartment,0.031329,2,11/30/2015 7:09,17-09-1962
154745,0,Cash loans,M,N,Y,135000,203760,21523.5,180000,Secondary / secondary special,House / apartment,0.006305,3,3/31/2015 14:11,4/2/1956
195651,0,Cash loans,F,N,Y,81000,436032,31729.5,360000,Secondary / secondary special,House / apartment,0.018029,2,4/21/2015 3:45,5/3/1953
173214,0,Cash loans,M,N,Y,144000,494550,38272.5,450000,Higher education,House / apartment,0.011657,1,1/22/2016 13:48,30-08-1950
120610,1,Cash loans,F,Y,N,108000,634482,20596.5,454500,Higher education,Municipal apartment,0.022625,2,7/26/2016 11:45,21-10-1967
180158,0,Revolving loans,F,N,N,202500,202500,10125,202500,Secondary / secondary special,House / apartment,0.018209,3,1/23/2018 19:44,13-10-1954
142080,0,Cash loans,F,N,Y,180000,700830,22608,585000,Higher education,House / apartment,0.01885,2,4/2/2016 18:46,8/12/1957
63002,0,Cash loans,F,N,N,135000,450000,20979,450000,Higher education,House / apartment,0.020713,2,3/19/2018 13:44,12/2/1953
93924,0,Cash loans,F,N,Y,202500,799299,33993,702000,Secondary / secondary special,House / apartment,0.025164,2,12/21/2015 17:35,9/5/1988
115254,0,Cash loans,M,N,Y,157500,724581,26023.5,625500,Secondary / secondary special,With parents,0.019101,2,3/16/2018 1:48,21-02-1964
117835,0,Cash loans,M,N,Y,135000,440784,34956,360000,Secondary / secondary special,House / apartment,0.035792,2,3/25/2018 0:08,17-08-1992
154438,0,Cash loans,M,N,Y,180000,1260702,39582,1129500,Secondary / secondary special,House / apartment,0.019101,2,10/2/2015 3:51,16-07-1989
63631,0,Cash loans,M,N,Y,135000,547344,33615,472500,Higher education,House / apartment,0.025164,2,12/15/2017 16:54,12/3/1990
78512,0,Cash loans,F,N,Y,157500,1319269.5,36409.5,1152000,Secondary / secondary special,House / apartment,0.019689,2,11/14/2018 18:07,18-09-1993
141064,0,Cash loans,F,N,N,135000,1006920,42790.5,900000,Secondary / secondary special,House / apartment,0.010556,3,11/12/2015 15:07,9/12/1960
190445,0,Cash loans,F,N,N,76500,358443,13005,252000,Secondary / secondary special,House / apartment,0.010966,2,1/25/2015 15:54,30-12-1991
63425,0,Cash loans,F,N,Y,180000,521280,22216.5,450000,Secondary / secondary special,House / apartment,0.035792,2,12/22/2018 18:56,30-06-1981
63788,0,Cash loans,F,N,Y,144000,445500,20898,445500,Secondary / secondary special,House / apartment,0.018209,3,3/15/2016 5:45,22-08-1960
187687,0,Cash loans,F,N,N,99000,417024,16447.5,360000,Incomplete higher,House / apartment,0.025164,2,7/3/2017 13:37,10/8/1950
81644,0,Cash loans,F,N,N,160200,495000,35334,495000,Secondary / secondary special,House / apartment,0.003069,3,6/29/2017 2:31,2/5/1970
147798,0,Cash loans,F,Y,Y,270000,454500,14791.5,454500,Higher education,House / apartment,0.032561,1,8/10/2015 20:52,29-03-1993
86445,0,Cash loans,M,Y,N,157500,360000,13842,360000,Secondary / secondary special,House / apartment,0.019689,2,12/20/2016 3:02,15-03-1961
119017,1,Cash loans,M,N,Y,202500,553806,30172.5,495000,Secondary / secondary special,Municipal apartment,0.04622,1,9/29/2018 1:14,26-06-1952
180418,0,Revolving loans,F,N,Y,203301,135000,6750,135000,Higher education,With parents,0.035792,2,10/2/2017 13:47,23-10-1968
66309,0,Cash loans,M,N,Y,202500,545040,35617.5,450000,Secondary / secondary special,House / apartment,0.004849,2,12/26/2016 13:32,2/1/1950
61558,0,Cash loans,F,Y,Y,315000,562491,23962.5,454500,Higher education,House / apartment,0.016612,2,8/2/2017 6:46,23-09-1953
114405,0,Revolving loans,F,N,Y,135000,270000,13500,270000,Secondary / secondary special,Municipal apartment,0.009657,2,1/5/2017 6:06,10/6/1954
89888,0,Cash loans,F,N,Y,90000,505665,24723,355500,Incomplete higher,House / apartment,0.007305,3,10/10/2017 18:30,3/5/1959
196310,0,Cash loans,M,Y,Y,135000,840951,35761.5,679500,Secondary / secondary special,House / apartment,0.018029,3,4/28/2015 16:23,19-02-1967
173000,0,Cash loans,M,N,N,135000,495000,18184.5,495000,Higher education,House / apartment,0.018029,3,11/4/2015 16:06,18-04-1958
149391,0,Cash loans,M,Y,N,247500,482593.5,38259,436500,Secondary / secondary special,House / apartment,0.002042,3,11/20/2016 21:03,14-05-1964
140907,1,Cash loans,F,Y,Y,247500,942300,36643.5,675000,Secondary / secondary special,House / apartment,0.008866,2,1/1/2017 7:10,3/11/1975
114427,0,Cash loans,F,N,Y,56250,215640,11007,180000,Secondary / secondary special,House / apartment,0.035792,2,12/13/2015 1:10,20-05-1953
175016,0,Cash loans,M,N,N,99000,397017,20398.5,301500,Higher education,House / apartment,0.003813,2,9/16/2015 17:44,18-05-1966
79710,0,Cash loans,M,Y,Y,315000,728460,57685.5,675000,Secondary / secondary special,House / apartment,0.020713,3,11/24/2017 17:31,8/5/1962
70539,0,Cash loans,F,N,Y,360000,1928304,79578,1800000,Higher education,House / apartment,0.072508,1,8/19/2017 20:50,1/11/1963
121568,0,Cash loans,M,Y,Y,261000,755190,29947.5,675000,Higher education,House / apartment,0.00963,2,5/22/2018 17:46,12/4/1953
120976,0,Cash loans,F,N,N,112500,728460,40675.5,675000,Incomplete higher,House / apartment,0.01885,2,9/27/2018 19:04,25-12-1959
187505,0,Cash loans,F,N,Y,112500,755190,36459,675000,Secondary / secondary special,With parents,0.035792,2,9/10/2017 8:26,4/3/1960
138545,0,Cash loans,M,N,Y,72000,269550,13891.5,225000,Secondary / secondary special,House / apartment,0.031329,2,12/25/2015 10:41,13-11-1950
49910,0,Cash loans,F,N,Y,180000,297000,9396,297000,Higher education,House / apartment,0.04622,1,7/25/2016 10:47,22-11-1950
134179,1,Cash loans,F,Y,N,112500,389844,21145.5,315000,Secondary / secondary special,House / apartment,0.006207,2,1/22/2015 8:26,11/3/1968
170601,0,Cash loans,F,N,Y,157500,627277.5,29371.5,441000,Secondary / secondary special,House / apartment,0.009549,2,3/31/2017 10:05,7/12/1955
196640,0,Cash loans,M,Y,Y,675000,640080,31261.5,450000,Secondary / secondary special,House / apartment,0.032561,1,9/3/2015 3:03,4/3/1959
